,name,moves_san
1469,Sicilian Defense:Dragon Variation:Yugoslav Attack:Early deviations,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 
1470,Sicilian Defense:Dragon Variation:Yugoslav Attack:Main Line,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.Bc4 
1471,Sicilian Defense:Dragon Variation:Yugoslav Attack:Modern Line,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.O-O-O 
1472,Sicilian Defense:Dragon Variation:Yugoslav Attack:Old Line,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.Bc4 Bd7 10.O-O-O Rc8
1473,Sicilian Defense:Dragon Variation:Yugoslav Attack:Panov Variation,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.g4 
1474,Sicilian Defense:Dragon Variation:Yugoslav Attack:Sosonko Variation,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.Bc4 Nd7
1475,Sicilian Defense:Drazic Variation::,1.e4 c5 2.Nf3 e6 3.d4 a6
1476,Sicilian Defense:Flohr Variation::,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qc7
1477,Sicilian Defense:Four Knights Variation::,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6
1478,Sicilian Defense:Four Knights Variation:Cobra Variation:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Ndb5 Bc5
1479,Sicilian Defense:Four Knights Variation:Exchange Variation:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Nxc6 
1480,Sicilian Defense:Franco-Scilian Variation::,1.e4 c5 2.Nf3 Nc6 3.d4 e6
1481,Sicilian Defense:French Variation::,1.e4 c5 2.Nf3 e6
1482,Sicilian Defense:French Variation:Normal:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6
1483,Sicilian Defense:French Variation:Open:,1.e4 c5 2.Nf3 e6 3.d4 cxd4
1484,Sicilian Defense:French Variation:Westerinen Attack:,1.e4 c5 2.Nf3 e6 3.b3 
1485,Sicilian Defense:Gaw-Paw Variation::,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Qb6
1486,Sicilian Defense:General::,1.e4 c5
1487,Sicilian Defense:Godiva Variation::,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qb6
1488,Sicilian Defense:Grand Prix Attack::,1.e4 c5 2.Nc3 Nc6 3.f4 
1489,Sicilian Defense:Grand Prix Attack:Schofman Variation:,1.e4 c5 2.Nc3 Nc6 3.f4 g6 4.Nf3 Bg7 5.Bc4 e6 6.f5 
1490,Sicilian Defense:Hyperaccelerated Dragon::,1.e4 c5 2.Nf3 g6
1491,Sicilian Defense:Hyperaccelerated Fianchetto::,1.e4 c5 2.Nf3 g6 3.d4 
1492,Sicilian Defense:Hyperaccelerated Pterodactyl::,1.e4 c5 2.Nf3 g6 3.d4 Bg7
1493,Sicilian Defense:Kalashnikov Variation::,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 5.Nb5 d6
1494,Sicilian Defense:Kan Variation::,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6
1495,Sicilian Defense:Kan Variation:Knight Variation:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 
1496,Sicilian Defense:Kan Variation:Maroczy Bind:Bronstein Variation,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 Nf6 6.Nc3 Bb4 7.Bd3 Nc6
1497,Sicilian Defense:Kan Variation:Maroczy Bind:Reti Variation,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 
1498,Sicilian Defense:Kan Variation:Modern Variation:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 
1499,Sicilian Defense:Kan Variation:Polugaevsky Variation:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 Bc5
1500,Sicilian Defense:Kan Variation:Swiss Cheese Variation:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 g6
1501,Sicilian Defense:Kan Variation:Wing Attack:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b5
1502,Sicilian Defense:Kan Variation:Wing Attack:Fianchetto Variation,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b5 6.g3 
1503,Sicilian Defense:Kan Variation:Wing Attack:Spraggett Attack,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b5 6.Bd3 Qb6 7.Nf3 
1504,Sicilian Defense:Katalimov Variation::,1.e4 c5 2.Nf3 b6
1505,Sicilian Defense:Kramnik Variation::,1.e4 c5 2.Nf3 e6 3.c4 
1506,Sicilian Defense:Kronberger Variation::,1.e4 c5 2.Na3 
1507,Sicilian Defense:Kupreichik Variation::,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Bd7
1508,Sicilian Defense:Kveinis Variation::,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Qb6
1509,Sicilian Defense:Lasker-Dunne Attack::,1.e4 c5 2.g3 
1510,Sicilian Defense:Lasker-Pelikan Variation:Bird Variation:,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 Be6
1511,Sicilian Defense:Lasker-Pelikan Variation:Exchange Variation:,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Nxc6 
1512,Sicilian Defense:Lasker-Pelikan Variation:General:,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5
1513,Sicilian Defense:Lasker-Pelikan Variation:Retreat Variation:,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Nf3 
1514,Sicilian Defense:Lasker-Pelikan Variation:Schlechter Variation:,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Nb3 
1515,Sicilian Defense:Lasker-Pelikan Variation:Sveshnikov Variation:,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5
1516,Sicilian Defense:Lasker-Pelikan Variation:Sveshnikov Variation:,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Bxf6 gxf6 10.Nd5 f5
1517,Sicilian Defense:Lasker-Pelikan Variation:Sveshnikov Variation:Chelyabinsk Variation,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Nd5 
1518,Sicilian Defense:Lasker-Pelikan Variation:Sveshnikov Variation:Novosibirsk Variation,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Bxf6 gxf6 10.Nd5 Bg7
1519,Sicilian Defense:Lasker-Pelikan Variation:Sveshnikov Variation:Peresypkin's Sacrifice,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Bxf6 gxf6 10.Nd5 f5 11.Bxb5 
1520,Sicilian Defense:Löwenthal Variation::,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5
1521,Sicilian Defense:Marshall Counterattack::,1.e4 c5 2.Nf3 e6 3.d4 d5
1522,Sicilian Defense:Marshall Gambit::,1.e4 c5 2.Nc3 e6 3.d4 d5
1523,Sicilian Defense:McDonnell Attack::,1.e4 c5 2.f4 
1524,Sicilian Defense:McDonnell Attack:Tal Gambit:,1.e4 c5 2.f4 d5 3.exd5 Nf6
1525,Sicilian Defense:Mengarini Variation::,1.e4 c5 2.a3 
1526,Sicilian Defense:Misc. Defenses::,1.e4 c5 2.Nf3 
1527,Sicilian Defense:Modern Variations::,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 
1528,Sicilian Defense:Modern Variations::,1.e4 c5 2.Nf3 d6
1529,Sicilian Defense:Modern Variations::,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 
1530,Sicilian Defense:Modern Variations:Anti-Qxd4 Move Order:,1.e4 c5 2.Nf3 d6 3.d4 Nf6
1531,Sicilian Defense:Modern Variations:Anti-Qxd4 Move Order:Accepted,1.e4 c5 2.Nf3 d6 3.d4 Nf6 4.dxc5 Nxe4
1532,Sicilian Defense:Modern Variations:Main Line:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6
1533,Sicilian Defense:Modern Variations:Tartakower:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.c3 
1534,Sicilian Defense:Morphy Gambit::,1.e4 c5 2.d4 cxd4 3.Nf3 
1535,Sicilian Defense:Morphy Gambit:Andreaschek Gambit:,1.e4 c5 2.d4 cxd4 3.Nf3 e5 4.c3 
1536,Sicilian Defense:Najdorf Variation::,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7
1537,Sicilian Defense:Najdorf Variation::,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6
1538,Sicilian Defense:Najdorf Variation::,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 
1539,Sicilian Defense:Najdorf Variation::,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6
1540,Sicilian Defense:Najdorf Variation::,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 
1541,Sicilian Defense:Najdorf Variation:Adams Attack:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.h3 
1542,Sicilian Defense:Najdorf Variation:Amsterdam Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.f4 
1543,Sicilian Defense:Najdorf Variation:Browne Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 h6 9.Bh4 Qc7
1544,Sicilian Defense:Najdorf Variation:English Attack:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 
1545,Sicilian Defense:Najdorf Variation:English Attack:Anti-English,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 Ng4
1546,Sicilian Defense:Najdorf Variation:Freak Attack:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Rg1 
1547,Sicilian Defense:Najdorf Variation:Goteborg (Argentine):,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 h6 9.Bh4 g5
1548,Sicilian Defense:Najdorf Variation:Main Line:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 Qc7 9.O-O-O Nbd7
1549,Sicilian Defense:Najdorf Variation:Neo-Classical Defense:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Nc6
1550,Sicilian Defense:Najdorf Variation:Opocensky Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 
1551,Sicilian Defense:Najdorf Variation:Opocensky Variation:Modern Line,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3 Be7 8.O-O Be6
1552,Sicilian Defense:Najdorf Variation:Opocensky Variation:Traditional Line,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3 Be7 8.O-O O-O
1553,Sicilian Defense:Najdorf Variation:Poisoned Pawn Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Qb6
1554,Sicilian Defense:Najdorf Variation:Poisoned Pawn:Accepted,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Qb6 8.Qd2 Qxb2 9.Rb1 Qa3
1555,Sicilian Defense:Najdorf Variation:Polugayevsky  Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 b5
1556,Sicilian Defense:Najdorf Variation:Polugayevsky  Variation:Simagin Line,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 b5 8.e5 dxe5 9.fxe5 Qc7 10.Qe2 
1557,Sicilian Defense:Najdorf Variation:Scheveningen Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6 7.O-O Nbd7
1558,Sicilian Defense:Najdorf Variation:Traditional Line:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 Qc7
1559,Sicilian Defense:Najdorf Variation:Zagreb (Fianchetto) Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.g3 
1560,Sicilian Defense:Nimzo-American Variation::,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 d5
1561,Sicilian Defense:Nimzowitsch  Variation:Advance Variation:,1.e4 c5 2.Nf3 Nf6 3.e5 
1562,Sicilian Defense:Nimzowitsch  Variation:Closed Variation:,1.e4 c5 2.Nf3 Nf6 3.Nc3 
1563,Sicilian Defense:Nimzowitsch  Variation:Exchange Variation:,1.e4 c5 2.Nf3 Nf6 3.e5 Nd5 4.Nc3 Nxc3
1564,Sicilian Defense:Nimzowitsch  Variation:Main Line:,1.e4 c5 2.Nf3 Nf6 3.e5 Nd5 4.Nc3 e6 5.Nxd5 exd5 6.d4 Nc6
1565,Sicilian Defense:Nimzowitsch Variation:General:,1.e4 c5 2.Nf3 Nf6
1566,Sicilian Defense:Nyezhmetdinov-Rossolimo Attack::,1.e4 c5 2.Nf3 Nc6 3.Bb5 
1567,Sicilian Defense:Nyezhmetdinov-Rossolimo Attack:Fianchetto Variation:,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6
1568,Sicilian Defense:Nyezhmetdinov-Rossolimo Attack:Fianchetto Variation:Gufeld Gambit,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.c3 e5 6.d4 
1569,Sicilian Defense:Nyezhmetdinov-Rossolimo Attack:Fianchetto Variation:Lutikov Gambit,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.c3 Nf6 6.d4 
1570,Sicilian Defense:Nyezhmetdinov-Rossolimo Attack:Fianchetto Variation:Totsky Attack,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.c3 Nf6 6.Qa4 
1571,Sicilian Defense:Nyezhmetdinov-Rossolimo Attack:Gurgenidze Variation:,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.Re1 e5 6.b4 
1572,Sicilian Defense:O'Kelly Variation::,1.e4 c5 2.Nf3 a6
1573,Sicilian Defense:O'Kelly Variation:Kieseritzky System:,1.e4 c5 2.Nf3 a6 3.b3 
1574,Sicilian Defense:O'Kelly Variation:Maroczy Bind:,1.e4 c5 2.Nf3 a6 3.c4 
1575,Sicilian Defense:O'Kelly Variation:Maroczy Bind:Geller Line,1.e4 c5 2.Nf3 a6 3.c4 Nc6 4.d4 cxd4 5.Nxd4 e5
1576,Sicilian Defense:O'Kelly Variation:Maroczy Bind:Paulsen Line,1.e4 c5 2.Nf3 a6 3.c4 e6
1577,Sicilian Defense:O'Kelly Variation:Maroczy Bind:Robatsch Line,1.e4 c5 2.Nf3 a6 3.c4 d6
1578,Sicilian Defense:O'Kelly Variation:Normal System:,1.e4 c5 2.Nf3 a6 3.d4 
1579,Sicilian Defense:O'Kelly Variation:Normal System:Kan Line,1.e4 c5 2.Nf3 a6 3.d4 cxd4 4.Nxd4 e6
1580,Sicilian Defense:O'Kelly Variation:Normal System:Taimanov Line,1.e4 c5 2.Nf3 a6 3.d4 cxd4 4.Nxd4 e5
1581,Sicilian Defense:O'Kelly Variation:Quiet System:,1.e4 c5 2.Nf3 a6 3.d3 
1582,Sicilian Defense:O'Kelly Variation:Reti System:,1.e4 c5 2.Nf3 a6 3.g3 
1583,Sicilian Defense:O'Kelly Variation:Venice System:,1.e4 c5 2.Nf3 a6 3.c3 
1584,Sicilian Defense:O'Kelly Variation:Venice System:Barcza Line,1.e4 c5 2.Nf3 a6 3.c3 Nf6
1585,Sicilian Defense:O'Kelly Variation:Venice System:Gambit line,1.e4 c5 2.Nf3 a6 3.c3 d5 4.exd5 Nf6
1586,Sicilian Defense:O'Kelly Variation:Venice System:Steiner Line,1.e4 c5 2.Nf3 a6 3.c3 d6
1587,Sicilian Defense:O'Kelly Variation:Yerevan System:,1.e4 c5 2.Nf3 a6 3.Nc3 
1588,Sicilian Defense:Old Sicilian:General:,1.e4 c5 2.Nf3 Nc6
1589,Sicilian Defense:Old Sicilian:Normal:,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6
1590,Sicilian Defense:Old Sicilian:Open:,1.e4 c5 2.Nf3 Nc6 3.d4 
1591,Sicilian Defense:Paulsen Variation::,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 a6
1592,Sicilian Defense:Paulsen Variation:American Attack:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Nf6 6.Ndb5 Bb4 7.Nd6+ 
1593,Sicilian Defense:Paulsen Variation:Bastrikov Variation:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3 
1594,Sicilian Defense:Paulsen Variation:Bastrikov Variation:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7
1595,Sicilian Defense:Paulsen Variation:Bastrikov Variation:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3 a6 7.Be2 
1596,Sicilian Defense:Paulsen Variation:Bastrikov Variation:English Attack,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3 a6 7.Qd2 
1597,Sicilian Defense:Paulsen Variation:Bastrikov Variation:Ponomariov Gambit,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Ndb5 Qb8 7.Be3 a6 8.Bb6 
1598,Sicilian Defense:Paulsen Variation:General:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6
1599,Sicilian Defense:Paulsen Variation:Modern Line:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nb5 d6 6.c4 Nf6 7.N1c3 a6 8.Na3 Be7 9.Be2 O-O 10.O-O b6
1600,Sicilian Defense:Paulsen Variation:Normal Variation:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 
1601,Sicilian Defense:Paulsen Variation:Szen Variation:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nb5 
1602,Sicilian Defense:Paulsen Variation:Taimanov Variation:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 a6 6.Be2 Nge7
1603,Sicilian Defense:Paulsen-Basman Defense::,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Bc5
1604,Sicilian Defense:Pin Variation::,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Bb4
1605,Sicilian Defense:Pin Variation:Koch Variation:,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Bb4 6.e5 
1606,Sicilian Defense:Prins Variation::,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.f3 
1607,Sicilian Defense:Prins Variation:Venice Attack:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.f3 e5 6.Bb5+ 
1608,Sicilian Defense:Quinteros Variation::,1.e4 c5 2.Nf3 Qc7
1609,Sicilian Defense:Richter-Rauzer Variation::,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd3 
1610,Sicilian Defense:Richter-Rauzer Variation:Classical Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O O-O 9.f4 Nxd4 10.Qxd4 
1611,Sicilian Defense:Richter-Rauzer Variation:Classical Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7
1612,Sicilian Defense:Richter-Rauzer Variation:Classical Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O O-O 9.f4 
1613,Sicilian Defense:Richter-Rauzer Variation:Classical Variation:Kantscher Line,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O Nxd4 9.Qxd4 a6 10.f4 b5
1614,Sicilian Defense:Richter-Rauzer Variation:Dragon Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 g6
1615,Sicilian Defense:Richter-Rauzer Variation:General:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 
1616,Sicilian Defense:Richter-Rauzer Variation:Ivanov Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Qb6
1617,Sicilian Defense:Richter-Rauzer Variation:Modern Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 Bd7
1618,Sicilian Defense:Richter-Rauzer Variation:Modern Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 Bd7 7.Qd2 
1619,Sicilian Defense:Richter-Rauzer Variation:Neo-Modern Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6 8.O-O-O Bd7 9.f4 Be7
1620,Sicilian Defense:Richter-Rauzer Variation:Neo-Modern Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6 8.O-O-O Bd7
1621,Sicilian Defense:Richter-Rauzer Variation:Neo-Modern Variation:Early deviations,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6
1622,Sicilian Defense:Richter-Rauzer Variation:Neo-Modern Variation:Nyezhmetdinov Attack,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6 8.O-O-O Bd7 9.f4 Be7 10.Nf3 b5 11.Bxf6 
1623,Sicilian Defense:Richter-Rauzer Variation:Traditional Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 
1624,Sicilian Defense:Richter-Rauzer Variation:Vitolins Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Bb5 
1625,Sicilian Defense:Scheveningen Variation::,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6
1626,Sicilian Defense:Scheveningen Variation:Classical Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6 7.O-O Qc7
1627,Sicilian Defense:Scheveningen Variation:Classical Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6
1628,Sicilian Defense:Scheveningen Variation:Classical Variation:General,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 
1629,Sicilian Defense:Scheveningen Variation:Classical Variation:Paulsen Variation,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6 7.O-O Qc7 8.f4 Nc6 9.Be3 
1630,Sicilian Defense:Scheveningen Variation:Classical Variation:Paulsen Variation,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6 7.O-O Qc7 8.f4 Nc6 9.Kh1 Be7 10.a4 
1631,Sicilian Defense:Scheveningen Variation:Delayed Keres Attack:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3 a6 7.g4 
1632,Sicilian Defense:Scheveningen Variation:Delayed Keres Attack:Perenyi Gambit,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3 a6 7.g4 e5 8.Nf5 g6 9.g5 
